Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
464,Lance Thomas\thomala01,F,31,BRK,1,1,18,5.3,10.5,0.5,2.6,5.3,0.5,2.6,5.3,0.5,2.6,2.6,1,0,5.3,5.3,2.6,0,0,2.6,7.9,15.8
465,Matt Thomas\thomama02,SG,25,TOR,34,0,326,7.9,16.5,0.478,5.1,11.1,0.461,2.8,5.4,0.514,1,1.5,0.7,1,6.3,7.3,2.5,1.2,0,1.8,4.7,21.9
466,Tristan Thompson\thomptr01,C,28,CLE,57,51,1721,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3
467,Matisse Thybulle\thybuma01,SG,22,PHI,58,13,1121,4.2,10.2,0.411,2.2,6.2,0.357,2,4,0.495,1.1,1.8,0.61,1.6,2.2,3.8,3,3.5,1.7,1.9,5.4,11.7
468,Anthony Tolliver\tollian01,PF,34,TOT,48,9,747,3.5,10.1,0.348,2.5,7.9,0.323,1,2.2,0.441,1.2,1.7,0.704,1.9,6.6,8.5,2.2,1,0.7,1.9,4.1,10.8
468,Anthony Tolliver\tollian01,PF,34,POR,33,9,554,3.7,10.1,0.368,2.6,7.7,0.337,1.1,2.4,0.464,1.1,1.6,0.684,2.3,7.1,9.5,2.5,0.7,0.8,1.8,4.6,11.1
468,Anthony Tolliver\tollian01,PF,34,SAC,9,0,82,1.8,10.1,0.176,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.3,6.5,1.8,2.4,0.6,2.4,3.6,5.3
468,Anthony Tolliver\tollian01,PF,34,MEM,6,0,111,3.8,10.1,0.375,3.4,8.4,0.4,0.4,1.7,0.25,2.1,2.5,0.833,0.4,5,5.5,1.3,1.3,0.4,2.1,2.1,13
469,Juan Toscano-Anderson\toscaju01,SF,26,GSW,13,6,272,5.1,11.1,0.46,1.4,4,0.348,3.7,7,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1
470,Karl-Anthony Towns\townska01,C,24,MIN,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7,8.8,0.796,3.7,11.1,14.8,6,1.3,1.6,4.3,4.6,36.2
471,Gary Trent Jr.\trentga02,SG,21,POR,54,8,1086,6.8,15.7,0.43,3.6,9,0.398,3.2,6.7,0.474,1.4,1.8,0.805,0.9,3,3.9,2.3,1.7,0.6,0.8,3.2,18.6
472,Allonzo Trier\trieral01,PG,24,NYK,24,1,291,8.5,17.7,0.481,3.2,8.9,0.358,5.4,8.9,0.604,5.7,7.2,0.791,1,3.8,4.9,4.7,0.5,0.7,3.7,4.9,25.9
473,P.J. Tucker\tuckepj01,PF,34,HOU,65,65,2242,3.4,7.8,0.435,2,5.4,0.373,1.4,2.4,0.573,0.8,1,0.826,2.1,7.1,9.2,2.2,1.5,0.7,1.4,4.4,9.6
474,Rayjon Tucker\tuckera01,SG,22,UTA,15,0,84,5.2,11.6,0.45,0,3.5,0,5.2,8.1,0.643,1.7,2.9,0.6,1.2,6.4,7.5,1.2,0.6,0,2.3,4.1,12.2
475,Evan Turner\turneev01,PG,31,ATL,19,0,251,4.6,12.4,0.373,0,0.9,0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5
476,Myles Turner\turnemy01,C,23,IND,56,56,1648,7,15.4,0.454,2.3,6.8,0.339,4.7,8.6,0.545,3.2,4.3,0.75,2.1,8.6,10.7,1.8,1.2,3.6,2,4.3,19.5
477,Jarrod Uthoff\uthofja01,SF,26,MEM,4,0,14,3.3,23.4,0.143,0,13.3,0,3.3,10,0.333,6.7,6.7,1,3.3,0,3.3,0,3.3,0,0,3.3,13.3
478,Jonas Valančiūnas\valanjo01,C,27,MEM,63,63,1645,11,18.8,0.589,0.9,2.3,0.375,10.2,16.5,0.618,3.7,5,0.739,5.4,14.5,19.9,3.1,0.7,2,3.1,4.7,26.6
479,Denzel Valentine\valende01,SF,26,CHI,36,5,488,9.6,23.4,0.409,4.5,13.5,0.336,5,9.9,0.51,0.6,0.8,0.75,0.9,6.4,7.3,4.2,2.6,0.6,2.6,5,24.3
480,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,0,46,5.3,8.5,0.625,0,1.1,0,5.3,7.5,0.714,2.1,2.1,1,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8
480,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,0,41,6,8.4,0.714,0,0,,6,8.4,0.714,0,0,,3.6,6,9.6,2.4,3.6,1.2,8.4,7.2,12
480,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0,5,0,9.3,0,0,9.3,0,0,0,,18.6,18.6,1,0,9.3,9.3,0,0,0,0,0,18.6
481,Fred VanVleet\vanvlfr01,PG,25,TOR,49,49,1759,7.9,19.3,0.41,3.6,9.4,0.388,4.3,10,0.431,3.8,4.5,0.843,0.5,4.5,5,8.9,2.5,0.4,3.1,3.3,23.3
482,Gabe Vincent\vincega01,PG,23,MIA,6,0,42,4.7,22.1,0.211,4.7,18.6,0.25,0,3.5,0,0,0,,0,3.5,3.5,3.5,1.2,0,0,2.3,14
483,Noah Vonleh\vonleno01,C-PF,24,TOT,34,1,367,6.5,11.4,0.567,0.4,1.9,0.2,6.1,9.5,0.64,3,3.8,0.8,4.7,11,15.7,3.4,1.4,0.8,2.7,4.8,16.4
483,Noah Vonleh\vonleno01,C,24,MIN,29,1,347,6.3,11.5,0.547,0.3,1.9,0.143,6,9.6,0.625,3.1,3.7,0.821,4.5,11,15.5,3.5,1.5,0.8,2.5,4.8,15.9
483,Noah Vonleh\vonleno01,PF,24,DEN,5,0,20,9.9,9.9,1,2.5,2.5,1,7.4,7.4,1,2.5,4.9,0.5,7.4,12.3,19.7,2.5,0,0,4.9,4.9,24.7
484,Nikola Vučević\vucevni01,C,29,ORL,55,55,1790,11.9,25.1,0.473,2.3,6.9,0.328,9.6,18.2,0.528,3.2,4.1,0.788,3.5,12.9,16.4,5.6,1.3,1.3,2.2,3.4,29.3
485,Dean Wade\wadede01,PF,23,CLE,12,0,71,6.2,8.9,0.692,1.4,2.7,0.5,4.8,6.2,0.778,0,0.7,0,2.1,11,13,1.4,1.4,2.7,2.1,5.5,13.7
486,Moritz Wagner\wagnemo01,C,22,WAS,38,5,721,8.5,14.9,0.571,1.5,4.3,0.343,7.1,10.6,0.665,4.3,5.3,0.817,3.4,9.3,12.6,3.2,1.4,1.1,3.7,8.9,22.9
487,Dion Waiters\waitedi01,SG,28,TOT,5,0,85,10.8,26.7,0.404,6.2,16.5,0.379,4.5,10.2,0.444,1.1,1.7,0.667,0.6,9.1,9.6,4,0,2.3,2.3,6.2,28.9
487,Dion Waiters\waitedi01,SG,28,MIA,3,0,42,11.6,30.3,0.385,9.3,19.8,0.471,2.3,10.5,0.222,0,1.2,0,0,12.8,12.8,3.5,0,2.3,3.5,5.8,32.6
487,Dion Waiters\waitedi01,SG,28,LAL,2,0,43,10,23.2,0.429,3.3,13.3,0.25,6.6,10,0.667,2.2,2.2,1,1.1,5.5,6.6,4.4,0,2.2,1.1,6.6,25.4
488,Kemba Walker\walkeke02,PG,29,BOS,51,51,1611,10.6,25.2,0.422,5,13.3,0.378,5.6,11.9,0.471,5.9,6.9,0.865,1,5.2,6.1,7.5,1.4,0.8,3.2,2.3,32.3
489,Lonnie Walker\walkelo01,SG,21,SAS,54,5,799,7.4,16.7,0.441,1.8,4.4,0.411,5.6,12.4,0.451,2.3,3.2,0.722,1.2,5.9,7.1,3,1.7,0.8,2,4.2,18.9
490,Tyrone Wallace\wallaty01,SG,25,ATL,14,0,160,4.1,12.8,0.318,0.3,4.4,0.067,3.8,8.4,0.448,3.2,5,0.647,0.9,5.5,6.4,3.8,2,0.3,2.9,5.5,11.6
491,Taurean Prince\princta02,SF,25,BRK,64,61,1857,7.1,18.9,0.376,3.7,11,0.339,3.4,7.9,0.429,1.8,2.3,0.798,1.3,8.5,9.7,3,1.5,0.6,3.2,4.1,19.7
492,Derrick Walton\waltode01,PG,24,TOT,26,1,248,3.4,7.4,0.462,1.9,4.6,0.417,1.5,2.9,0.533,1.3,1.7,0.778,0.4,2.7,3.1,5.2,1.3,0,1,4,10.1
492,Derrick Walton\waltode01,PG,24,LAC,23,1,222,3.6,7.6,0.472,1.9,4.5,0.429,1.7,3.2,0.533,1.5,1.9,0.778,0.4,2.8,3.2,4.7,0.8,0,0.8,4,10.6
492,Derrick Walton\waltode01,PG,24,DET,3,0,26,1.9,5.7,0.333,1.9,5.7,0.333,0,0,,0,0,,0,1.9,1.9,9.5,5.7,0,1.9,3.8,5.7
493,Brad Wanamaker\wanambr01,PG,30,BOS,64,1,1241,5.5,12.7,0.431,1.3,3.6,0.359,4.2,9.1,0.46,4.4,4.7,0.933,0.8,4.3,5.1,6.2,2.1,0.5,2.8,4.8,16.6
494,T.J. Warren\warretj01,SF,26,IND,62,62,2024,11.5,21.6,0.535,1.9,4.7,0.398,9.7,16.9,0.573,3.7,4.6,0.816,1.5,4.5,5.9,2.2,1.7,0.7,1.9,4.2,28.7
495,P.J. Washington\washipj01,PF,21,CHO,58,57,1759,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9,3.5,1.5,1.3,2.6,4.5,20.2
496,Yuta Watanabe\watanyu01,SG,25,MEM,16,0,99,5.7,13.7,0.414,1.4,3.8,0.375,4.2,9.9,0.429,1.4,3.8,0.375,2.8,5.2,8,1.9,2.4,0.5,0.9,4.2,14.2
497,Tremont Waters\watertr01,PG,22,BOS,10,0,89,6.5,19,0.343,1.6,9.2,0.176,4.9,9.8,0.5,3.3,3.3,1,0,4.9,4.9,6.5,2.7,1.1,5.4,6,17.9
498,Paul Watson\watsopa01,SF-SG,25,TOT,6,0,27,0,13.9,0,0,7,0,0,7,0,1.7,3.5,0.5,0,7,7,8.7,1.7,1.7,0,1.7,1.7
498,Paul Watson\watsopa01,SG,25,ATL,2,0,17,0,19.2,0,0,8.2,0,0,11,0,0,0,,0,5.5,5.5,8.2,2.7,0,0,2.7,0
498,Paul Watson\watsopa01,SF,25,TOR,4,0,10,0,4.8,0,0,4.8,0,0,0,,4.8,9.5,0.5,0,9.5,9.5,9.5,0,4.8,0,0,4.8
499,Quinndary Weatherspoon\weathqu01,SG,23,SAS,4,0,25,3.8,15.3,0.25,0,3.8,0,3.8,11.5,0.333,0,0,,0,3.8,3.8,5.8,1.9,0,1.9,1.9,7.7
500,Russell Westbrook\westbru01,PG,31,HOU,54,54,1948,13.8,29.3,0.473,1.2,4.9,0.255,12.6,24.4,0.516,6.5,8.4,0.771,2.4,8.1,10.4,9,2.1,0.4,5.8,4.6,35.4
501,Coby White\whiteco01,SG,19,CHI,65,1,1674,9,22.8,0.394,3.8,10.8,0.354,5.2,12,0.43,2.9,3.7,0.791,0.8,5.8,6.6,5,1.4,0.2,3.1,3.4,24.7
502,Derrick White\whitede01,SG,25,SAS,62,14,1502,7.1,15.3,0.461,1.9,5.4,0.361,5.1,9.9,0.516,5,5.8,0.862,1,5.4,6.4,6.7,1.3,1.8,2.6,4.3,21
503,Hassan Whiteside\whiteha01,C,30,POR,62,61,1928,10.4,16.8,0.618,0.1,0.2,0.571,10.3,16.7,0.619,3.8,5.6,0.681,6.1,15.5,21.6,1.8,0.6,4.7,2.9,4.5,24.7
504,Andrew Wiggins\wiggian01,SF-SG,24,TOT,54,54,1858,11,24.6,0.447,2.8,8.4,0.332,8.2,16.2,0.506,4.8,6.7,0.709,1.7,5.2,6.9,5,1.1,1.3,3.3,3.2,29.6
504,Andrew Wiggins\wiggian01,SF,24,MIN,42,42,1455,11.2,25.2,0.444,2.9,8.8,0.331,8.3,16.4,0.505,4.8,6.6,0.72,1.5,5.5,7,4.9,0.9,1.1,3.4,3.2,30.1
504,Andrew Wiggins\wiggian01,SG,24,GSW,12,12,403,10.2,22.3,0.457,2.4,7,0.339,7.8,15.3,0.512,4.9,7.2,0.672,2.1,4.4,6.5,5.1,1.9,2,3,3.1,27.7
505,Grant Williams\willigr01,PF,21,BOS,63,5,974,4,9.5,0.417,1,4.2,0.247,2.9,5.3,0.551,1.8,2.5,0.725,2.9,5.3,8.2,3.1,1.4,1.6,2.3,7.4,10.8
506,Johnathan Williams\willijo04,C,24,WAS,12,5,147,5.1,7.9,0.64,0,0.6,0,5.1,7.3,0.696,1.3,2.2,0.571,5.1,9.2,14.3,1.9,0.3,2.2,1.3,4.1,11.4
507,Kenrich Williams\willike04,PF,25,NOP,36,18,791,2.9,8.4,0.343,1.5,5.6,0.26,1.4,2.7,0.511,0.5,1.5,0.346,2.9,7.6,10.5,3.2,1.5,1.2,1.2,4.7,7.7
508,Lou Williams\willilo02,SG,33,LAC,60,8,1757,9.8,23.7,0.416,2.9,7.9,0.363,7,15.8,0.442,7.5,8.6,0.863,0.8,4.2,5,9.2,1.1,0.3,4.6,2.1,30
509,Marvin Williams\willima02,PF,33,TOT,52,1,1011,5.3,12.1,0.442,2.5,7,0.361,2.8,5.1,0.552,2.3,2.6,0.87,1,6.2,7.2,2.7,1.7,1.3,1.4,4.6,15.5
509,Marvin Williams\willima02,PF,33,CHO,41,1,808,5.8,13,0.448,2.7,7.3,0.376,3.1,5.8,0.538,2.7,3.1,0.86,0.9,5.8,6.8,2.5,1.6,1.4,1.6,4.4,17.1
509,Marvin Williams\willima02,PF,33,MIL,11,0,203,3.6,8.8,0.41,1.8,6.1,0.296,1.8,2.7,0.667,0.9,0.9,1,1.1,7.7,8.8,3.4,2,0.9,0.7,5.2,9.9
510,Robert Williams\williro04,C,22,BOS,23,1,323,6.3,9.3,0.677,0,0,,6.3,9.3,0.677,2.1,3.7,0.56,5.1,11.1,16.2,3.3,3,4.2,3,6,14.7
511,Nigel Williams-Goss\willini01,PG,25,UTA,9,0,28,1.7,12.2,0.143,0,3.5,0,1.7,8.7,0.2,3.5,3.5,1,3.5,5.2,8.7,8.7,1.7,1.7,3.5,3.5,7
512,Zion Williamson\willizi01,PF,19,NOP,21,21,594,14.1,23.9,0.59,0.5,1,0.462,13.6,22.9,0.595,7.8,12.1,0.645,4.4,6.1,10.4,3.3,1.2,0.7,4.4,2.9,36.4
513,D.J. Wilson\wilsodj01,PF,23,MIL,32,0,280,6.5,16.5,0.396,2.3,9,0.255,4.2,7.5,0.565,1,1.5,0.667,1.6,9.5,11.1,3.6,0.3,0.8,2.4,4.2,16.3
514,Justise Winslow\winslju01,SF,23,MIA,11,5,352,6.9,17.9,0.388,0.8,3.8,0.222,6.1,14.2,0.431,2.5,3.8,0.667,2.2,7.9,10.1,6.1,1,0.7,3.3,5.3,17.2
515,Christian Wood\woodch01,PF,24,DET,62,12,1325,10.7,18.9,0.567,2,5.2,0.386,8.7,13.7,0.636,6.7,9,0.744,3.9,10.6,14.5,2.2,1.3,2,3.1,3.6,30.1
516,Delon Wright\wrighde01,SG,27,DAL,66,5,1427,6.1,13,0.47,1.6,4,0.387,4.6,9,0.508,2.4,3,0.789,2.3,6.6,8.8,7.5,2.6,0.7,2.3,2.9,16.2
517,Justin Wright-Foreman\wrighju02,PG,22,UTA,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
518,Thaddeus Young\youngth01,PF,31,CHI,64,16,1591,8.1,18.2,0.448,2.4,6.7,0.356,5.8,11.5,0.501,1.3,2.2,0.583,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20
519,Trae Young\youngtr01,PG,21,ATL,60,60,2120,12,27.5,0.437,4.5,12.5,0.361,7.5,15,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1
520,Cody Zeller\zelleco01,C,27,CHO,58,39,1341,9.4,17.9,0.524,0.7,2.8,0.24,8.7,15.1,0.577,4.6,6.7,0.682,6,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24
521,Ante Žižić\zizican01,C,23,CLE,22,0,221,9,15.9,0.569,0,0,,9,15.9,0.569,3.1,4.2,0.737,4,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1
522,Ivica Zubac\zubaciv01,C,22,LAC,66,64,1196,8,13.4,0.598,0,0.1,0,8,13.4,0.602,4.4,5.9,0.745,6.7,11.9,18.6,2.9,0.6,2.4,2.2,6.1,20.5
