Tm,Win,Pos,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
MIN,36,4,7.5,16.6,0.451807229,2.9,7.5,0.386666667,4.7,9.2,0.510869565,0.539156627,3.1,3.5,0.885714286,3.1,7.8,10.9,3,1.2,0.2,2.1,4.2,21,116,114
WAS,32,1,5.6,11.6,0.482758621,1.4,3.5,0.4,4.2,8.1,0.518518519,0.543103448,2.9,3.5,0.828571429,1.8,4.3,6.1,8.7,1.8,0.3,2.6,3.8,15.5,121,116
OKC,49,1,9.2,22.3,0.412556054,2.5,7.3,0.342465753,6.7,14.9,0.44966443,0.468609865,3.8,4.6,0.826086957,0.8,5,5.7,6.5,1.3,0.2,3.5,3.8,24.7,103,110
LAC,48,4,5.8,14.5,0.4,3.3,8.4,0.392857143,2.5,6.1,0.409836066,0.513793103,0.8,1.1,0.727272727,1.5,9.5,11,2.8,1.1,0.5,1.7,5.6,15.6,104,111
PHI,51,4,5.5,13.9,0.395683453,3.6,8.7,0.413793103,2,5.2,0.384615385,0.525179856,0.7,1.1,0.636363636,1.4,6.1,7.4,1.6,0.7,0.4,1.2,5,15.4,107,113
UTA,50,3,5.6,11.7,0.478632479,2.7,6.1,0.442622951,2.9,5.6,0.517857143,0.594017094,1.1,1.7,0.647058824,0.6,9,9.7,2.1,3.4,0.4,2,3.2,14.9,107,102
MEM,33,2,7.1,17.6,0.403409091,2.2,6.9,0.31884058,4.9,10.7,0.457943925,0.465909091,2.4,3.2,0.75,1.7,3.1,4.8,3.9,1.1,0.7,2.5,5.2,18.8,98,113
CHI,22,2,6.5,15.9,0.408805031,1.7,5.5,0.309090909,4.7,10.4,0.451923077,0.462264151,2.2,3.1,0.709677419,1,5.7,6.7,3.6,1.1,0.3,2.8,4.1,16.9,94,115
CLE,19,1,9.9,23,0.430434783,2.3,5.6,0.410714286,7.6,17.4,0.436781609,0.480434783,4.1,4.9,0.836734694,1.1,3.4,4.5,4.6,0.8,0.1,3.5,3.5,26.1,101,121
PHI,51,2,6.5,14.8,0.439189189,4.2,10.4,0.403846154,2.3,4.3,0.534883721,0.581081081,1.9,2.3,0.826086957,0.6,2.7,3.3,2.5,1,0.3,1.1,4.5,19.1,119,114
LAC,48,2,5.9,14.3,0.412587413,4.6,10.3,0.446601942,1.3,4,0.325,0.573426573,2.1,2.7,0.777777778,0.5,3.3,3.8,3.9,0.9,0.1,1.3,3.3,18.6,120,116
SAC,39,2,5.6,14.7,0.380952381,3.1,8.6,0.360465116,2.5,6.2,0.403225806,0.486394558,1.4,1.7,0.823529412,0.8,4.7,5.5,3.9,2,0.8,1.6,3.9,15.8,105,112
HOU,53,2,4.4,12.6,0.349206349,2.7,9.1,0.296703297,1.7,3.5,0.485714286,0.456349206,0.3,0.5,0.6,1,5.9,6.9,2.7,1.5,0.5,1.5,4.5,11.7,96,112
TOR,58,4,9.8,17.8,0.550561798,1.5,4,0.375,8.3,13.7,0.605839416,0.592696629,4.5,5.7,0.789473684,2.3,8,10.3,4.7,1.4,1,2.9,4.5,25.5,120,107
ATL,29,2,11.6,11.6,1,11.6,11.6,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,34.7,300,123
PHI,51,1,9.4,16.8,0.55952381,0,0.1,0,9.4,16.7,0.562874251,0.55952381,4.5,7.5,0.6,3,9.2,12.2,10.7,2,1.1,4.8,3.7,23.4,114,108
ORL,42,2,6,16.6,0.361445783,1.1,4.8,0.229166667,4.9,11.8,0.415254237,0.394578313,3.2,4.2,0.761904762,1.3,4.5,5.8,5.5,1,0.8,3.2,3.9,16.4,91,111
PHI,51,3,6.3,13.8,0.456521739,1.9,4.5,0.422222222,4.3,9.3,0.462365591,0.525362319,3.5,5.4,0.648148148,0.9,4.7,5.6,7.1,2.4,0.2,2.6,4.5,17.9,112,110
CLE,19,1,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,125
POR,53,2,9.6,21.6,0.444444444,3.4,10,0.34,6.2,11.7,0.52991453,0.523148148,3.1,5.5,0.563636364,1,3.4,4.5,4.5,0.3,0,3.8,3.1,25.8,102,116
BOS,49,2,5.2,12.4,0.419354839,2.8,7.6,0.368421053,2.5,4.8,0.520833333,0.532258065,2.3,2.8,0.821428571,1.2,3.9,5.1,7,3.1,0.6,2.7,4.4,15.5,113,107
DAL,33,1,8.4,19.1,0.439790576,2.3,6.7,0.343283582,6.1,12.4,0.491935484,0.5,3,4.4,0.681818182,1,4.2,5.2,7.4,2.1,0.6,5.3,4.4,22.1,96,111
NYK,17,1,9.7,23.5,0.412765957,1.9,6.7,0.28358209,7.8,16.9,0.461538462,0.453191489,3.4,5.9,0.576271186,1.1,3.5,4.7,9.2,2.2,0.7,4.3,3.8,24.7,96,114
DET,41,1,8.1,19.3,0.419689119,1.7,5.3,0.320754717,6.3,14,0.45,0.46373057,1.9,2.4,0.791666667,0.9,4.8,5.7,8,1.1,0.4,2.4,4.3,19.7,105,112
CLE,19,2,6,17.7,0.338983051,2.7,8.7,0.310344828,3.4,8.9,0.382022472,0.415254237,1.8,2.2,0.818181818,0,4,4,4.7,2.5,0.7,2.5,4.3,16.6,91,116
WAS,32,5,5.5,13.5,0.407407407,1.5,3.6,0.416666667,4,9.8,0.408163265,0.462962963,3.6,4.4,0.818181818,4,9.5,13.5,4.4,0.4,1.8,2.5,7.6,16,110,114
MIL,60,4,4.6,15.1,0.304635762,3.5,10.5,0.333333333,1.2,4.6,0.260869565,0.420529801,2.3,2.3,1,3.5,9.3,12.8,1.2,2.3,2.3,5.8,7,15.1,80,101
NOP,33,5,4.6,20.9,0.220095694,4.6,16.3,0.282208589,0,4.6,0,0.330143541,4.6,4.6,1,4.6,4.6,9.3,2.3,0,0,2.3,7,18.6,93,118
PHI,51,2,6,14.5,0.413793103,2.6,6.8,0.382352941,3.4,7.7,0.441558442,0.503448276,2.6,3.4,0.764705882,1.3,4.3,5.5,4.3,0.9,0.9,2.6,3.4,17,105,113
MIL,60,3,5.8,12.9,0.449612403,2.9,7.3,0.397260274,2.9,5.6,0.517857143,0.562015504,1.3,1.5,0.866666667,1,4.6,5.6,2.4,0.9,0.6,0.8,3.2,15.8,119,109
DAL,33,4,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,119
PHO,19,4,8.1,15.3,0.529411765,0,1,0,8.1,14.3,0.566433566,0.529411765,1.3,3.9,0.333333333,4.9,10.7,15.6,1.6,2.9,2.6,2.9,7.5,17.5,99,108
ATL,29,4,5.6,14,0.4,2.5,7.3,0.342465753,3.1,6.7,0.462686567,0.489285714,1.8,2.6,0.692307692,4.1,7,11.1,2.7,1.5,1.4,1.8,3.8,15.6,110,113
POR,53,2,6.9,16.5,0.418181818,3.1,9,0.344444444,3.8,7.5,0.506666667,0.512121212,2.3,2.6,0.884615385,0.7,5,5.8,4.5,1,0.3,2.9,2.2,19.2,106,114
CLE,19,2,5.8,15.8,0.367088608,3.9,9.1,0.428571429,1.9,6.7,0.28358209,0.490506329,3.6,4.1,0.87804878,1.2,5.7,6.8,2.8,1,0.4,1.6,2.8,19.2,111,119
MEM,33,2,7.1,14.2,0.5,0,0,0,7.1,14.2,0.5,0.5,0,0,0,0,0,0,0,7.1,0,7.1,0,14.2,60,102
LAL,37,2,7.6,17.9,0.424581006,3,8.2,0.365853659,4.6,9.7,0.474226804,0.508379888,2.1,3,0.7,1.3,7.6,8.9,5.8,1.7,0.3,3.6,4.6,20.3,101,110
IND,48,1,5.1,14.9,0.342281879,1.6,6.3,0.253968254,3.5,8.6,0.406976744,0.395973154,3.5,5.6,0.625,2.1,3.5,5.6,2.3,2.8,1.2,2.3,6.1,15.4,91,106
POR,53,4,4.7,14.7,0.319727891,0.3,1.7,0.176470588,4.3,13,0.330769231,0.329931973,2,2.3,0.869565217,4.3,13,17.4,2.3,1.3,0,5.3,7.3,11.7,75,108
SAC,39,4,5.6,12.7,0.440944882,0,2.8,0,5.6,9.9,0.565656566,0.440944882,0,2.8,0,5.6,11.3,16.9,5.6,2.8,1.4,2.8,8.5,11.3,96,105
BOS,49,3,9.1,20.3,0.448275862,2.3,6.1,0.37704918,6.9,14.2,0.485915493,0.504926108,3.8,4.5,0.844444444,1.4,8,9.4,3.3,1.6,1.1,2.4,3.3,24.4,107,107
MIN,36,1,6.7,15.8,0.424050633,1.3,4,0.325,5.3,11.8,0.449152542,0.465189873,4.7,5.8,0.810344828,0.6,3.4,4,13,1.6,0.7,3.7,3.4,19.3,112,116
MEM,33,2,5.4,12.6,0.428571429,2.4,6.8,0.352941176,3,5.7,0.526315789,0.523809524,1.9,2.5,0.76,0.6,4.4,4.9,2.2,1.6,0.8,1.8,4.4,15,103,111
LAC,48,2,3.9,9.8,0.397959184,1.5,5,0.3,2.4,4.8,0.5,0.474489796,2.1,2.9,0.724137931,0.9,5,5.9,3.4,2.4,0.5,1.5,6.5,11.4,106,111
LAC,48,1,5.3,12.6,0.420634921,3.1,8.5,0.364705882,2.2,4.1,0.536585366,0.543650794,1.3,2.2,0.590909091,0.9,4.1,5,10.1,0.9,0.3,6.6,8.5,15.1,94,115
MIN,36,2,5.2,16.8,0.30952381,1.7,7.3,0.232876712,3.5,9.5,0.368421053,0.360119048,1.3,2.6,0.5,0.4,2.2,2.6,5.2,1.3,0.9,4.3,6.9,13.4,74,117
PHO,19,4,9.5,14.3,0.664335664,0,0,0,9.5,14.3,0.664335664,0.664335664,2.4,4.8,0.5,4.8,9.5,14.3,2.4,7.2,0,4.8,9.5,21.5,107,102
MIA,39,4,0,16.3,0,0,0,0,0,16.3,0,0,16.3,32.6,0.5,16.3,0,16.3,16.3,0,0,0,0,16.3,105,117
BOS,49,5,7.7,14.1,0.546099291,1.4,3.6,0.388888889,6.4,10.6,0.603773585,0.595744681,3,4,0.75,4.6,7.3,11.9,3.6,1.1,2.2,1.8,8.5,19.8,128,107
DEN,54,2,9.2,26.9,0.342007435,3.3,11.7,0.282051282,6,15.2,0.394736842,0.403345725,4.6,7.3,0.630136986,1.4,2.2,3.5,6.2,1.4,0.3,4.9,4.6,26.3,88,113
DET,41,2,5.6,17.4,0.32183908,2.5,8.8,0.284090909,3,8.6,0.348837209,0.393678161,1.8,2.8,0.642857143,1,4,5.1,2,1.8,1.3,1,5.6,15.4,91,109
NYK,17,4,4.8,12.1,0.396694215,1.4,4.9,0.285714286,3.4,7.3,0.465753425,0.454545455,1.7,2.2,0.772727273,1.3,5.9,7.2,1.7,1,0.4,1.5,5.1,12.6,97,116
GSW,57,2,11.8,25.2,0.468253968,4.3,10.7,0.401869159,7.4,14.4,0.513888889,0.553571429,2.3,2.8,0.821428571,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110,112
CLE,19,5,8.3,15.8,0.525316456,0,0,0,8.3,15.8,0.525316456,0.525316456,2.8,4.4,0.636363636,7.2,11,18.2,3.6,1.2,0.7,2.4,3.7,19.5,117,116
LAC,48,2,2.6,7.4,0.351351351,0.5,2.3,0.217391304,2.1,5.1,0.411764706,0.385135135,3.8,5.1,0.745098039,0.8,5.9,6.6,2.7,2.1,1.1,3,6.2,9.3,88,110
MIN,36,4,4.4,11.5,0.382608696,3.6,9.5,0.378947368,0.8,2,0.4,0.539130435,2.1,2.7,0.777777778,0.7,7.2,7.9,2,0.8,0.9,1.6,4,14.5,110,115
MIN,36,5,12.8,24.7,0.518218623,2.7,6.7,0.402985075,10.1,18.1,0.55801105,0.572874494,7.1,8.5,0.835294118,5,13,18,4.9,1.3,2.4,4.5,5.5,35.4,118,108
POR,53,2,7,21.8,0.321100917,2.2,9.2,0.239130435,4.8,12.7,0.377952756,0.371559633,1.3,3.1,0.419354839,0.4,4.4,4.8,2.2,0.4,0.9,1.7,1.7,17.5,81,115
NYK,17,2,7.7,17.1,0.450292398,1.7,4.4,0.386363636,5.9,12.8,0.4609375,0.5,5.9,7.4,0.797297297,1,5.5,6.5,3.9,0.9,0.5,3.8,3.9,23,104,116
HOU,53,4,3.6,9.2,0.391304348,2.6,6.8,0.382352941,1.1,2.4,0.458333333,0.532608696,0.7,1,0.7,2.1,6.3,8.4,1.7,2.3,0.7,1.1,4.4,10.5,114,110
POR,53,1,6.2,13.4,0.462686567,0.3,1.6,0.1875,5.8,11.8,0.491525424,0.473880597,2.3,3.2,0.71875,1.1,8.8,9.9,8.5,1,0.5,3.4,3.3,14.9,105,111
IND,48,5,8.8,18,0.488888889,1.8,4.5,0.4,7,13.5,0.518518519,0.538888889,3.4,4.6,0.739130435,2.3,9.9,12.3,2.7,1.4,4.6,2.3,4.5,22.7,110,101
UTA,50,5,7.5,10.8,0.694444444,0,0,0,7.5,10.8,0.694444444,0.694444444,2.8,4.5,0.622222222,4,9.4,13.5,4.2,1.5,4.6,1.9,5.4,17.8,135,100
CHI,22,1,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,122
TOR,58,5,12.7,22,0.577272727,0.8,2.5,0.32,11.9,19.5,0.61025641,0.595454545,6.5,8,0.8125,4.6,13.8,18.4,2.5,1.1,2,3.3,7,32.6,121,103
MEM,33,5,14.3,26.3,0.543726236,0.5,1.7,0.294117647,13.9,24.6,0.56504065,0.553231939,6.6,8.6,0.76744186,4.9,14.2,19.1,3.9,0.6,2.8,4.8,6,35.7,109,105
DEN,54,4,6.4,13.5,0.474074074,0,0.7,0,6.4,12.8,0.5,0.474074074,4.3,7.1,0.605633803,5,11.4,16.4,2.1,4.3,0.7,5.7,5.7,17.1,90,101
TOR,58,1,6.7,16.3,0.411042945,3,8.1,0.37037037,3.6,8.3,0.43373494,0.503067485,2.6,3.1,0.838709677,0.6,4,4.5,8.4,1.6,0.5,2.2,3,19.1,114,110
NYK,17,4,5.8,12.3,0.471544715,1.3,3.8,0.342105263,4.5,8.5,0.529411765,0.524390244,3.1,4.4,0.704545455,3.2,11.6,14.8,3.6,1.3,1.4,2.5,4.9,16,111,111
ORL,42,5,13.7,26.4,0.518939394,1.6,4.5,0.355555556,12,21.9,0.547945205,0.549242424,3.5,4.4,0.795454545,4.4,14.3,18.7,6,1.6,1.7,3.1,3.1,32.5,115,103
MIA,39,2,10.8,24.9,0.43373494,2.2,6.8,0.323529412,8.6,18.1,0.475138122,0.477911647,4.3,6,0.716666667,1.8,5.6,7.4,7.8,1.5,1,4.3,3.1,28.1,102,109
LAL,37,5,7.4,17.8,0.415730337,2.3,8,0.2875,5.1,9.8,0.520408163,0.480337079,4.5,5.5,0.818181818,1.8,7.1,8.9,2.5,1.1,1.4,4.1,5.9,21.6,96,110
MIA,39,2,8.5,20.5,0.414634146,4.7,12.4,0.379032258,3.8,8.1,0.469135802,0.529268293,0.9,1.9,0.473684211,0.3,4.7,5,5.2,1.2,0.4,2.7,3.1,22.6,102,111
CHO,39,1,12.4,28.6,0.433566434,4.4,12.4,0.35483871,8,16.2,0.49382716,0.51048951,6.5,7.6,0.855263158,0.9,5.2,6.1,8.2,1.7,0.6,3.6,2.2,35.7,112,114
SAS,48,2,6.6,19,0.347368421,2.1,5.4,0.388888889,4.6,13.7,0.335766423,0.402631579,3.3,4.1,0.804878049,0,7,7,3.7,2.9,1.2,1.7,2.9,18.6,93,107
WAS,32,1,10.5,23.7,0.443037975,2.2,7.2,0.305555556,8.3,16.4,0.506097561,0.489451477,5.2,7.5,0.693333333,0.6,4.3,5,12,2.1,1.2,5.2,3,28.4,104,114
LAC,48,1,6.9,16.3,0.423312883,0.3,1.4,0.214285714,6.6,14.9,0.44295302,0.432515337,2.3,4.3,0.534883721,1.5,6.1,7.6,3.2,1.6,0.5,2.7,6.2,16.4,89,112
ATL,29,3,7.8,17.7,0.440677966,3.7,9.4,0.393617021,4.1,8.3,0.493975904,0.54519774,2.8,3.5,0.8,0.7,5.3,5.9,3.5,1.6,0.6,3,4.2,22.1,106,115
BOS,49,1,7,14.7,0.476190476,2.2,5.5,0.4,4.8,9.3,0.516129032,0.551020408,3.4,3.9,0.871794872,0.4,5.3,5.8,7.9,1.7,0.3,2.7,4.8,19.7,118,110
PHO,19,3,10.4,21.5,0.48372093,2.7,6.3,0.428571429,7.7,15.1,0.509933775,0.546511628,3.5,4.4,0.795454545,1.1,5,6.1,2.2,1.8,1,1.8,4.2,27.1,111,116
MEM,33,3,3.1,9.4,0.329787234,1,4.7,0.212765957,2.2,4.7,0.468085106,0.382978723,0.6,0.8,0.75,1.6,6.5,8,2.7,2.5,0.4,1.4,3.1,7.8,89,108
MEM,33,3,4.3,14.6,0.294520548,0.6,4.6,0.130434783,3.7,10,0.37,0.315068493,2,2.9,0.689655172,1.1,7.7,8.9,2.3,1.1,0.3,1.7,3.1,11.1,76,111
DEN,54,5,9.6,17.7,0.542372881,4.1,9.6,0.427083333,5.5,8.2,0.670731707,0.65819209,1.4,2.7,0.518518519,0,5.5,5.5,6.8,0,0,1.4,4.1,24.6,130,115
OKC,49,1,11.2,26.1,0.429118774,2.1,7.3,0.287671233,9.1,18.8,0.484042553,0.469348659,5.3,8,0.6625,1.9,12.4,14.3,13.9,2.5,0.6,5.8,4.3,29.7,105,103
SAS,48,1,7.3,15.3,0.477124183,1.4,4,0.35,6,11.3,0.530973451,0.522875817,2.7,3.5,0.771428571,1,6,7,7.4,1.9,1.3,2.7,4.1,18.7,111,110
WAS,32,4,0,15.8,0,0,15.8,0,0,0,0,0,0,0,0,7.9,7.9,15.8,0,0,0,0,0,0,40,118
MIA,39,5,11.3,19.8,0.570707071,0.1,0.5,0.2,11.3,19.4,0.582474227,0.573232323,3.2,7.1,0.450704225,7.5,16.3,23.8,1.6,1.3,4,2.8,5.6,25.9,112,99
MIN,36,3,9.4,22.8,0.412280702,2.2,6.6,0.333333333,7.2,16.2,0.444444444,0.460526316,3.9,5.6,0.696428571,1.6,5.1,6.6,3.5,1.3,0.9,2.6,2.9,24.9,100,115
BRK,42,4,14.6,23.8,0.613445378,0,1.8,0,14.6,22,0.663636364,0.613445378,3.7,7.3,0.506849315,7.3,27.5,34.8,5.5,1.8,0,1.8,3.7,33,128,98
MIN,36,2,6.4,13.1,0.488549618,1.9,6,0.316666667,4.5,7.1,0.633802817,0.561068702,0,0.4,0,0.4,2.6,3,4.5,2.2,0,1.9,6,14.6,107,115
LAL,37,5,8.1,13.8,0.586956522,0,0.3,0,8.1,13.5,0.6,0.586956522,3.4,6,0.566666667,6,6.4,12.4,1.6,1,0.9,2,7.8,19.6,120,111
NOP,33,3,4.6,12,0.383333333,2.2,6.7,0.328358209,2.4,5.3,0.452830189,0.475,0.6,0.8,0.75,2.4,7.1,9.4,3.6,1.9,0.8,1.6,4.1,12,105,112
LAC,48,2,11.5,26.9,0.427509294,2.5,6.9,0.362318841,9,20.1,0.447761194,0.473977695,10.1,11.5,0.87826087,0.9,4.3,5.3,9.5,1.3,0.3,4.3,1.9,35.5,112,114
CHO,39,4,6.3,14.9,0.422818792,3.2,8.7,0.367816092,3.1,6.2,0.5,0.530201342,1.5,2,0.75,1.7,7.5,9.3,2.1,1.6,1.4,1.1,3.6,17.2,112,111
BOS,49,5,6.1,8.7,0.701149425,0,0,0,6.1,8.7,0.701149425,0.701149425,1.5,2.6,0.576923077,4.6,9.2,13.8,1.2,1.5,6.8,1.7,6.1,13.8,132,100
SAC,39,3,6.6,14.6,0.452054795,2.1,6.6,0.318181818,4.5,8.1,0.555555556,0.523972603,1.3,2.2,0.590909091,1.8,7,8.8,1.6,1.5,1.2,1.3,5.5,16.6,106,111
MIL,60,4,5.5,13.2,0.416666667,2.4,6.7,0.358208955,3.1,6.5,0.476923077,0.507575758,1.4,2.5,0.56,2.4,9.3,11.7,2.7,0.9,1.1,1.7,4.5,14.8,106,106
MIA,39,3,8.1,18.7,0.43315508,2.4,6.4,0.375,5.7,12.3,0.463414634,0.497326203,2.1,3.4,0.617647059,1.6,7.3,8.9,7,1.8,0.5,3.5,4.4,20.7,102,108
MIL,60,4,9,18.7,0.481283422,2.2,3.7,0.594594595,6.7,15,0.446666667,0.540106952,7.5,11.2,0.669642857,3,12,15,1.5,0,0,2.2,2.2,27.7,115,108
NOP,33,4,12,22.6,0.530973451,1.5,5.2,0.288461538,10.6,17.5,0.605714286,0.564159292,7.6,10.1,0.752475248,3.2,12.3,15.5,1.5,1.7,2.5,3.4,3.4,33.2,114,107
TOR,58,1,6.8,15.7,0.433121019,1.6,4.8,0.333333333,5.2,10.8,0.481481481,0.484076433,2.8,3.3,0.848484848,2.1,4.6,6.7,5.9,2.5,0.8,2,2.8,18,113,107
MEM,33,1,7.1,16.4,0.432926829,1.2,4.8,0.25,5.9,11.6,0.50862069,0.469512195,4.1,5.5,0.745454545,1.8,6.9,8.7,8.6,2.6,0.9,2.5,3.1,19.6,110,107
BOS,49,4,6.7,14.8,0.452702703,1.7,5.4,0.314814815,5,9.4,0.531914894,0.510135135,2.9,4.2,0.69047619,4.4,5.8,10.2,2.9,1.5,1.3,2.9,6.1,18,108,109
DEN,54,2,4,11.9,0.336134454,4,10.6,0.377358491,0,1.3,0,0.504201681,0,0,0,0,1.3,1.3,2.7,0,1.3,2.7,5.3,11.9,89,115
IND,48,4,8.7,16.5,0.527272727,1,2.9,0.344827586,7.7,13.7,0.562043796,0.557575758,1.7,2.7,0.62962963,3.8,6.5,10.3,4,2.4,0.7,2.4,3.8,20.1,113,106
ATL,29,1,9.7,23.2,0.418103448,2.9,8.9,0.325842697,6.8,14.3,0.475524476,0.480603448,6.3,7.6,0.828947368,1.2,4.4,5.6,12.1,1.3,0.3,5.7,2.6,28.6,107,117
CHO,39,5,7.4,13.5,0.548148148,0.2,0.9,0.222222222,7.2,12.6,0.571428571,0.555555556,4.3,5.5,0.781818182,4.3,8.7,13,4,1.5,1.6,2.4,6.4,19.4,123,111
ATL,29,5,0,8.4,0,0,4.2,0,0,4.2,0,0,0,0,0,8.4,16.8,25.2,4.2,0,0,0,16.8,0,82,112
MEM,33,5,9.7,17,0.570588235,0,0,0,9.7,17,0.570588235,0.570588235,8.5,10.9,0.779816514,5.5,5.5,10.9,1.8,0.6,1.8,2.4,9.7,27.9,126,111
CLE,19,5,8.4,15.2,0.552631579,0,0,0,8.4,15.2,0.552631579,0.552631579,4.3,6.1,0.704918033,5,9.7,14.7,2.4,0.6,1,2.8,5.2,21.1,116,117
LAL,37,5,10.1,17.4,0.58045977,0,0,0,10.1,17.4,0.58045977,0.58045977,5.1,6,0.85,4.9,9.7,14.6,2.3,0.4,2.4,3,6.6,25.3,120,109
LAC,48,5,9,16.8,0.535714286,0,0,0,9,16.8,0.535714286,0.535714286,4,5.4,0.740740741,5.5,12.5,18,3.4,0.9,2.2,3.3,5.8,22,113,108
OKC,48,2,5,12.7,0.393700787,3.7,9.7,0.381443299,1.4,3.1,0.451612903,0.539370079,1.7,2,0.85,1.1,3.9,5,1.2,1.7,0.4,1.1,5.4,15.4,116,110
BRK,28,4,4.6,13,0.353846154,3.6,10.4,0.346153846,1,2.6,0.384615385,0.492307692,1.8,2.1,0.857142857,1.4,7.8,9.2,2,1.2,1,2.1,5.3,14.7,99,110
OKC,48,5,8.9,14.2,0.626760563,0,0,0,8.9,14.2,0.626760563,0.626760563,3.2,5.7,0.561403509,7.7,6,13.7,1.8,1.8,1.6,2.6,4.3,21.1,125,107
MIA,44,5,6.4,12.5,0.512,0,0.3,0,6.4,12.2,0.524590164,0.512,4.7,6.6,0.712121212,4.3,9.7,14,3.7,1.2,1.5,2.4,5.1,17.5,116,105
ORL,25,2,4.7,11.6,0.405172414,1.9,5,0.38,2.7,6.6,0.409090909,0.487068966,1.6,1.9,0.842105263,0.3,4.5,4.7,2.2,0.3,0.6,1.5,4,12.8,98,115
MIN,47,5,5.1,15.3,0.333333333,0,0,0,5.1,15.3,0.333333333,0.333333333,2,6.1,0.327868852,3.1,12.2,15.3,3.1,2,1,1,11.2,12.2,85,107
SAS,47,5,13.8,27.1,0.509225092,0.5,1.9,0.263157895,13.3,25.3,0.5256917,0.518450185,6.7,8,0.8375,5,7.8,12.8,3.1,0.9,1.8,2.2,3.2,34.9,118,105
BRK,28,5,7.9,13.4,0.589552239,0.2,0.5,0.4,7.7,12.9,0.596899225,0.597014925,3.8,5,0.76,4.9,8.2,13.1,1.7,0.9,3,2.8,5,19.8,119,108
BOS,55,1,2.8,10.3,0.27184466,0,5.1,0,2.8,5.1,0.549019608,0.27184466,3.3,4.2,0.785714286,1.9,3.3,5.1,5.6,1.4,0.9,4.2,7,8.9,78,106
NOP,48,3,7.7,15.9,0.48427673,0.7,2.1,0.333333333,7,13.8,0.507246377,0.506289308,1.9,3.7,0.513513514,3.5,4.7,8.2,1.6,1.9,0.5,3.3,8.6,18,95,110
POR,49,4,5.5,14,0.392857143,3,8.1,0.37037037,2.5,5.8,0.431034483,0.5,1.4,1.9,0.736842105,2.3,10.3,12.6,2,1.9,1,1.9,3.3,15.5,105,104
PHI,52,3,8.1,18.7,0.43315508,3.2,9.5,0.336842105,4.9,9.2,0.532608696,0.518716578,2.6,3.5,0.742857143,2.3,6.3,8.6,2.3,1.4,0.6,1.5,5,21.9,110,107
SAS,47,3,5.9,11.2,0.526785714,0.5,1.5,0.333333333,5.4,9.7,0.556701031,0.549107143,2.7,3.7,0.72972973,2.1,8,10.1,5.2,2.9,1.5,2.4,2.9,14.9,114,101
HOU,65,4,5.9,13.7,0.430656934,3.7,9.7,0.381443299,2.2,4,0.55,0.565693431,2.1,2.7,0.777777778,2.7,6.8,9.4,1.7,0.7,0.6,1.2,3.6,17.6,121,109
IND,48,5,6.7,15,0.446666667,0,0,0,6.7,15,0.446666667,0.446666667,8.3,10,0.83,8.3,6.7,15,0,1.7,5,3.3,1.7,21.7,114,104
MIL,44,4,13.4,25.4,0.527559055,0.8,2.5,0.32,12.6,22.8,0.552631579,0.543307087,8.8,11.6,0.75862069,2.8,10.8,13.6,6.5,2,1.9,4,4.2,36.4,116,106
OKC,48,4,9.4,23.2,0.405172414,3.4,9.4,0.361702128,6,13.8,0.434782609,0.478448276,2.9,3.8,0.763157895,1.3,7.7,9,2,0.9,1,2,3.9,25,104,109
TOR,59,3,5.4,11.5,0.469565217,2.4,6.6,0.363636364,3,5,0.6,0.573913043,1.3,2.1,0.619047619,1.5,4.7,6.1,1.8,1.7,0.5,1.5,4.3,14.6,113,108
CHI,27,1,2.7,6.6,0.409090909,1.4,5,0.28,1.3,1.6,0.8125,0.515151515,0.8,1,0.8,0.2,3.9,4,5.6,2.1,0,2.1,2.9,7.7,105,112
HOU,65,3,5.8,14.1,0.411347518,3.7,10,0.37,2.1,4.1,0.512195122,0.542553191,1.6,1.9,0.842105263,0.7,5.7,6.4,2.3,2.1,0.3,1.1,2.9,17,114,107
DEN,46,4,7.7,16.5,0.466666667,2.8,8.1,0.345679012,4.9,8.4,0.583333333,0.551515152,0.7,1.1,0.636363636,1.1,4.2,5.3,3.2,2.8,1.1,5.3,7.7,19,90,109
ORL,25,2,5.4,13.9,0.388489209,1.4,5.1,0.274509804,4,8.8,0.454545455,0.438848921,1.2,2.1,0.571428571,0.7,6,6.7,3.2,0.4,0.5,1.4,1.9,13.5,94,114
NOP,48,5,2.8,6.3,0.444444444,0,0,0,2.8,6.3,0.444444444,0.444444444,1.6,4.7,0.340425532,2.8,11.8,14.6,0.8,0.4,0.8,2,5.5,7.1,85,109
CHI,27,5,1.6,4.8,0.333333333,0,0,0,1.6,4.8,0.333333333,0.333333333,0,0.8,0,1.6,6.4,8,0.8,0.8,1.6,3.2,4.8,3.2,52,112
